"salary_min","id","__CLASS__","description","created","salary_max","redirect_url","title","salary_is_predicted","adref","contract_time","longitude","latitude","query","category_label","location_display_name","company_display_name","contract_type"
161878.64,"4959299035","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:09:42Z",161878.64,"https://www.adzuna.com/land/ad/4959299035?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=ACCA1FED44122B03F4752D95C6CE3FBDED1640E1","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU5Mjk5MDM1In0.7YOlT2abw7zAvd6k-Tlq6kyQr9vkpRJkJdRw-xkSnoE",NA,-122.328029,47.602077,"software engineer","IT Jobs","Pioneer Square, King County","Amazon.com Services LLC","contract"
154589.9,"4959298960","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:09:40Z",154589.9,"https://www.adzuna.com/land/ad/4959298960?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=B22AE374749038D553E31B6E876C954AB7323239","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU5Mjk4OTYwIn0.Nd8--XgcUVLwx52FdeozixE_zkw4M2GlgiIFaXz4mFw",NA,-121.758779,47.477042,"software engineer","IT Jobs","Denny Creek, King County","Amazon.com Services LLC","contract"
164603.27,"4959299643","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:10:06Z",164603.27,"https://www.adzuna.com/land/ad/4959299643?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=C4887D6941DFE2437658A4FB5F2FE489225D4662","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1OTI5OTY0MyIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.2c4GrKHLDzaWgl3NWBI5euR5XPYhekaPwZul7lk9bxA",NA,-122.28486,47.80278,"software engineer","IT Jobs","Brier, Snohomish County","Amazon.com Services LLC","contract"
154143.55,"4959299089","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:09:44Z",154143.55,"https://www.adzuna.com/land/ad/4959299089?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=366CF64C2D29823EC32DC421551824913AC80003","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1OTI5OTA4OSIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.S9zCvCgGdGZJimUsjTFg2YINWKaxFbEgCtnh-9UGPL8",NA,-122.36082,47.46942,"software engineer","IT Jobs","Seahurst, King County","Amazon.com Services LLC","contract"
157267.58,"4959298985","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:09:41Z",157267.58,"https://www.adzuna.com/land/ad/4959298985?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=1FF214F60F9D61E385698E755A14744401FDAFA4","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU5Mjk4OTg1In0.8GllflqoIF3gVTF01hnyOju2JcQ0I2MSNMlmFqUxLlc",NA,-122.226496,47.563158,"software engineer","IT Jobs","Mercer Island, King County","Amazon.com Services LLC","contract"
151978.98,"4959299007","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:09:42Z",151978.98,"https://www.adzuna.com/land/ad/4959299007?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=BF8C06B83387D213B4F76C33C76BE567C9DDDD48","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1OTI5OTAwNyIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.giIOVzC3xQTLGfcgXS7hEQwpQEJKp7FQeCECsIS8eI0",NA,-122.1209,47.6829,"software engineer","IT Jobs","Redmond, King County","Amazon.com Services LLC","contract"
152677.02,"4959299074","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:09:44Z",152677.02,"https://www.adzuna.com/land/ad/4959299074?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=062B79009B4735D0F613C71E803AACC49A038D72","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU5Mjk5MDc0In0.AFcQph6kyO4xvEs4_YXJytEvZqIOY6uuIz-32QAlwgc",NA,-122.348006,47.233109,"software engineer","IT Jobs","Fife, Pierce County","Amazon.com Services LLC","contract"
148662.42,"4959299090","Adzuna::API::Response::Job","Security is an important consideration for customers moving to the cloud, and all applications need identity solution for end users. Amazon Cognito helps customers secure the most critical user data including credentials of the users of their applications. We provide easy to use authentication, authorization, and user management for web and mobile apps, either directly with a user name and password, or through a third party identity provider such as Facebook, Amazon, or Google. Increasingly mor…","2024-12-02T08:09:44Z",148662.42,"https://www.adzuna.com/land/ad/4959299090?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=5F0F7A45E146FFF535A0DCEE71DAA36BA5372EF6","Senior Software Engineer, Amazon Cognito, Amazon Cognito","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU5Mjk5MDkwIn0.Tyhcoui1DS7niI-53u7aGLuMp03K3cTdj52GKO4ht0o",NA,-122.232887,47.625387,"software engineer","IT Jobs","Medina, King County","Amazon.com Services LLC","contract"
156209.58,"4958794272","Adzuna::API::Response::Job","About NetApp NetApp is the intelligent data infrastructure company, turning a world of disruption into opportunity for every customer. No matter the data type, workload or environment, we help our customers identify and realize new business possibilities. And it all starts with our people. If this sounds like something you want to be part of, NetApp is the place for you. You can help bring new ideas to life, approaching each challenge with fresh eyes. We embrace diversity and openness because i…","2024-12-01T23:33:09Z",156209.58,"https://www.adzuna.com/land/ad/4958794272?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=774CB6F6DC0F8EFFA0E77297E1B10A9D340762A3","Software Engineer","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODc5NDI3MiIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.lO95uASg0ycofw8CWBoq30HKebuv8WPQs-SGisgs-Dw",NA,-121.932494,37.315682,"software engineer","IT Jobs","Santa Clara, Santa Clara County","NetApp",NA
110631.94,"4958771574","Adzuna::API::Response::Job","About NetApp NetApp is the intelligent data infrastructure company, turning a world of disruption into opportunity for every customer. No matter the data type, workload or environment, we help our customers identify and realize new business possibilities. And it all starts with our people. If this sounds like something you want to be part of, NetApp is the place for you. You can help bring new ideas to life, approaching each challenge with fresh eyes. We embrace diversity and openness because i…","2024-12-01T23:21:54Z",110631.94,"https://www.adzuna.com/land/ad/4958771574?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=73C28C0CEB3077AF248FEA9EFF9F6E05796FAC75","Software Engineer","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU4NzcxNTc0In0.409lN2gbu2ewaDqyk0COufYVCOz_LiAwoGxPfnN_UG8",NA,-78.83507,35.925955,"software engineer","IT Jobs","Durham, Durham County","NetApp",NA
173013.16,"4919822144","Adzuna::API::Response::Job","Requires a Bachelor’s degree in Software Engineering, or a related Science, Engineering or Mathematics field. Also requires 8 years of job-related experience, or a Master's degree plus 6 years of job-related experience. Agile experience preferred. CLEARANCE REQUIREMENTS: Department of Defense Secret security clearance is required within a reasonable period of time. Applicants selected will be subject to a U.S. Government security investigation and must meet eligibility requirements for access t…","2024-10-31T12:22:26Z",173013.16,"https://www.adzuna.com/land/ad/4919822144?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=05048BAFC1A565B0A1043D562EF701F0E9F2050F","Sr Advanced Software Engineer","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkxOTgyMjE0NCIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.Vwlv2K1svd0qZpfPisx4DlgD0F9-u9LXoGHRzmA3bv0",NA,-77.47599,38.74793,"software engineer","IT Jobs","Manassas, Prince William County","General Dynamics Mission Systems",NA
180360.8,"4958437203","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:32Z",180360.8,"https://www.adzuna.com/land/ad/4958437203?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=A6BF13DF9FC9D797158F517FE00E9BB9EFD7960E","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzIwMyIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.4HezFGS4zJkkHPBluFE_y_88XjbUUvZhiauE55U9jeU",NA,-122.062165,47.749094,"software engineer","IT Jobs","Cottage Lake, King County","Amazon Development Center U.S., Inc.","contract"
145781.33,"4958437081","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:31Z",145781.33,"https://www.adzuna.com/land/ad/4958437081?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=096CD2CE4239D52D9529CB48B3F08CD2588AF4A9","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzA4MSIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.OoLe4RHijwn8U--nNRXnuRCo4oXSfylZIs4EPxGAfas",NA,-122.048633,47.523926,"software engineer","IT Jobs","Issaquah, King County","Amazon Development Center U.S., Inc.","contract"
161594.06,"4958437439","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:38Z",161594.06,"https://www.adzuna.com/land/ad/4958437439?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=C8B0C7AD9870AE6F45ACAB8C8F78F1A2079C016B","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzQzOSIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.lbI1S-Iv0exthAjUe7X00fJ8rg6FRACaxf_6c6oWO1U",NA,-122.2521,47.75928,"software engineer","IT Jobs","Kenmore, King County","Amazon Development Center U.S., Inc.","contract"
153403.4,"4958437707","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:42Z",153403.4,"https://www.adzuna.com/land/ad/4958437707?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=683E0B3D3C686248B33E7B5466F916936E513565","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzcwNyIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.K7Y5zFkEXeZ9XoSDknmXEszfuqC1xZYUBzlF-j9E0Sw",NA,-122.22084,47.85455,"software engineer","IT Jobs","Mill Creek, Snohomish County","Amazon Development Center U.S., Inc.","contract"
160641.11,"4958437659","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:41Z",160641.11,"https://www.adzuna.com/land/ad/4958437659?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=8FB204986C24D39119B7CAE0F30CDD8F87D308A9","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU4NDM3NjU5In0.mfPwEodv4GCADYSySqRGVRShAsw5S6cvTKk-J74rXdU",NA,-122.28486,47.80278,"software engineer","IT Jobs","Brier, Snohomish County","Amazon Development Center U.S., Inc.","contract"
150433.31,"4958437073","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:31Z",150433.31,"https://www.adzuna.com/land/ad/4958437073?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=7ADD1FB07E821098020E951EEEB82BE1A137A440","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzA3MyIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.kMLeMrBM8iEWM6Za2tBX-zQS2u_zboWW4nQGq1JbUhA",NA,-122.36082,47.46942,"software engineer","IT Jobs","Seahurst, King County","Amazon Development Center U.S., Inc.","contract"
134373.72,"4958437108","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:31Z",134373.72,"https://www.adzuna.com/land/ad/4958437108?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=3A6058C5E3226FB616E5BD714EC562B9E07AF265","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU4NDM3MTA4In0.vmLM2Nohv2CgwIkAfQxYAi3h44GTPEWN68D_eEl8xJo",NA,-122.079167,47.641944,"software engineer","IT Jobs","Adelaide, King County","Amazon Development Center U.S., Inc.","contract"
151622.86,"4958437328","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:34Z",151622.86,"https://www.adzuna.com/land/ad/4958437328?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=66952829F6245B662E2021160046A341B96C379D","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzMyOCIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.MbX-Mz-cV0KOnpWNmPjlsWXt92QwFdddaPqraBqNXCc",NA,-122.200692,47.4477,"software engineer","IT Jobs","Renton, King County","Amazon Development Center U.S., Inc.","contract"
157982.52,"4958437184","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:32Z",157982.52,"https://www.adzuna.com/land/ad/4958437184?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=62575464D91433FFA1B8333103941710CF065454","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzE4NCIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.bsuLB6Zq7oK5RHrKZMMJ83MsjNQQcrR-3ZSuMirzBB4",NA,-122.328029,47.602077,"software engineer","IT Jobs","Pioneer Square, King County","Amazon Development Center U.S., Inc.","contract"
152144.89,"4958437193","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:32Z",152144.89,"https://www.adzuna.com/land/ad/4958437193?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=3320985BF75FAA5004B9D0100623E108DFB5375B","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzE5MyIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.Suqd2eWP8H_FgolLEcKJFvGkk0lgOHR2gVfLd969tmc",NA,-122.24544,47.2659,"software engineer","IT Jobs","Pacific, King County","Amazon Development Center U.S., Inc.","contract"
153249,"4958437397","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T17:24:37Z",153249,"https://www.adzuna.com/land/ad/4958437397?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=4BF994F2FAF87EBBF4F8FE4DE44B7F7290131031","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODQzNzM5NyIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.Stn1YaFs8mCRBDRmYiYb6rSSjb46fGGCAXN7LYV0LQ0",NA,-122.37162,47.8056,"software engineer","IT Jobs","Edmonds, Snohomish County","Amazon Development Center U.S., Inc.","contract"
158334.4,"4958394988","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T16:50:34Z",158334.4,"https://www.adzuna.com/land/ad/4958394988?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=98494F72B2EF686E214892286DCFC0105F69E1D2","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODM5NDk4OCIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.lvC_sBUyrvynRWkG4EUwCnbInGOCqDFs0kURbnkGQns",NA,-122.194249,47.370903,"software engineer","IT Jobs","Kent, King County","Amazon Development Center U.S., Inc.","contract"
148320.84,"4958395013","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T16:50:34Z",148320.84,"https://www.adzuna.com/land/ad/4958395013?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=71ED036370A07DA4CA59484573932FB562668079","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU4Mzk1MDEzIn0.xiNEt0ZPI0aknr0Wag8NylVs1MP-Em_NazygY3VUf2o",NA,-122.1209,47.6829,"software engineer","IT Jobs","Redmond, King County","Amazon Development Center U.S., Inc.","contract"
151922.19,"4958395055","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T16:50:34Z",151922.19,"https://www.adzuna.com/land/ad/4958395055?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=4A73FC3DBB2CD3F40BFCA2C24931D9C296B46E52","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODM5NTA1NSIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0.-HxlzKw7_ccbatkARLxLzXDvMe6w5eSOc7DOGrLGjlQ",NA,-122.30454,47.792106,"software engineer","IT Jobs","Mountlake Terrace, Snohomish County","Amazon Development Center U.S., Inc.","contract"
161090.45,"4958394965","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T16:50:33Z",161090.45,"https://www.adzuna.com/land/ad/4958394965?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=3F949C40DDB7746559A90746B5D142EDAF807336","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUo0ZVpzMnc3eEd2aXRaS2lSdEdIUSIsImkiOiI0OTU4Mzk0OTY1In0.jJqU0Si1DB2Eo9SJiEeA-EqPZjT7HHa9bYSQcYZnA_s",NA,-121.856124,47.532824,"software engineer","IT Jobs","Spring Glen, King County","Amazon Development Center U.S., Inc.","contract"
137389.47,"4958394939","Adzuna::API::Response::Job","Amazon Web Services (AWS) is a dynamic and rapidly growing business within Amazon, with millions of active customers in 190 countries around the world. We maintain a rapid pace of innovation by treating each team like its own startup inside AWS, directly accountable for their customers’ satisfaction, service innovations, ambitious growth, and meeting revenue goals. AWS has the most services and more features within those services, than any other cloud provider–from infrastructure technologies l…","2024-12-01T16:50:33Z",137389.47,"https://www.adzuna.com/land/ad/4958394939?se=9J4eZs2w7xGvitZKiRtGHQ&utm_medium=api&utm_source=13260c83&v=5A932EAE45552AE914FD539EF272DA11865C3C23","Sr Software Engineer - AWS Identity, AWS Identity SignIn","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1ODM5NDkzOSIsInMiOiI5SjRlWnMydzd4R3ZpdFpLaVJ0R0hRIn0._uBtXmqZZbY8YKhXpyrbLnjZiSkphPlWoMxsu8eoP_w",NA,-122.31924,47.30657,"software engineer","IT Jobs","Federal Way, King County","Amazon Development Center U.S., Inc.","contract"
